我也很喜欢摇滚乐，我最喜欢的乐队是滚石乐队。	我也喜欢滚石!	你知道我最喜欢的乐队是什么吗？	不知道!	2
我也喜欢看这本书，我特别喜欢里面的孙少安。	我也是，很喜欢这本书!	你知道这本书中我特别喜欢谁吗？	不知道，你说说看!	2
可以的，你现在学的是什么专业啊？	汉语言文学，你呢？	是的，你现在主修什么？	我现在在学商务英语，你呢	1
还好还好，对了，还没有正式介绍，我叫王楠，今年三十岁，你呢？	我叫王佳，今年二十一岁。	王佳多大了？	今年刚满十八岁，明年就要上大学了。	1
我喜欢听周深的音乐，因为我觉得他可能把我带入。	我也喜欢周深的歌!	你知道我认为谁的音乐能把我带到这个世界上来吗？	不知道，你说说看!	2
你之前有过工作经验吗？	没有啊，我只是在网上投了简历	你以前有工作经验吗？	有啊，不过不是这个专业的	1
我喜欢在电视上看周杰伦的演唱会。	我也喜欢!	你知道我喜欢看谁的音乐会吗？	不知道，你喜欢听谁的歌？	2
我在玩英雄联盟，这是我最喜欢的电脑游戏。	你在哪个区？	你知道我最喜欢的电脑游戏是什么吗？	不知道。	2
好的，谢谢你哦，你今年多大了？	我今年25岁了，你呢？	你多大了？	我今年23岁了，刚过完生日。	1
你是已经退休了吗？	没有啊，我还没毕业呢!	你不是要退休吗？	是啊，我已经毕业了!	3
我25岁，大学毕业两年了	我也是，不过我是89年的，你呢？	你知道我多大了吗？	不知道，你多大了？	1
我很喜欢听李荣浩唱的歌。	我也喜欢!	你知道我喜欢听谁的歌吗？	不知道!	2
我有两个孩子，一个两岁，一个六岁，都是需要照顾的。	你有孩子了？	你知道我有几个孩子吗？	不知道。	1
那你男朋友没跟你求婚啊？	没有啊!他说他不想结婚!	呦呵	他说他想结婚，我也不知道是不是真的	0
好吧，那你岂不是每天都很无聊？	是啊，无聊的时候可以找我聊聊天啊!	好吧，那你岂不是每天都很有趣？	是啊，有趣的灵魂万里挑一!	3
真好，大学生活是很精彩的，你一定交了很多朋友吧？	没有，只有几个好朋友。	真好，大学过活是很精彩的，你一定交了很多友人吧？	没有，我一个都没交到。	1
我是一个退休的计算机程序员，你呢？	我也是，你是做什么的？	我是一名退休的计算机程序员。你呢？	我是个设计师，在一家杂志社工作。	1
我是二十八结婚的，你不认为三十之后结婚有点晚吗？	我也是28结婚的。	你几岁结婚的？	我不知道，我没结过婚。	3
我是十多年前从日本回来的，现在在一所高中教书。	哇塞，好厉害!那你现在在做什么呢？	你知道我从哪里来吗？	不知道啊，你是做什么的呢？	3
我喜欢读书呀，我最喜欢读的书是简·奥斯汀写的傲慢与偏见，写的太好了。	我也喜欢看书，最近在看《亲爱的安德烈》	你知道《傲慢与偏见》的作者叫什么名字吗？	不知道，没看过	0
你是一个很有理想的人，那你住员工宿舍吗？	不住啊，我还没毕业呢!	你是一个很有雄心的人物，那你住员工公寓楼吗？	住啊，不过我住的地方离公司很远。	1
我喜欢晚上跑步	我也喜欢，可是我跑不起来	你知道我每天什么时候跑步吗？	不知道，我一般都是晚上跑	3
我比较喜欢冬天，我感觉冬天能堆雪人，能滑雪。	我也喜欢!冬天的雪景太美了!	你知道我更喜欢什么季节吗？	不知道!但是我喜欢夏天!	2
还是挺忙的，你是做什么的？	我是做销售的，你呢？	仍然很忙。你是做什么的？	我是做通信行业的，你也是吗？	1
我都35岁了，看不出来吧，我儿子都18岁了。	你儿子都这么大了？	你知道我儿子多大了吗？	不知道，我只知道你比我大	1
那你平时业余时间多吗？	挺多的，不过我一般都是晚上和周末。	除了晚上，你通常还有什么时间？	我基本上每天都有时间，你呢？	1
我是依兰县的，不过我希望能住在哈尔滨。	那你来找我吧，我带你去吃好吃的	你知道我是哪里人吗？	不知道啊，你是哪里的？	1
我收到了，那您贵姓呀？	我姓陈，你呢？	我收到了，那您尊姓呀？	我姓王，你是哪儿的人？	1
你又在博物馆工作，又喜欢读书，那你应该不会有很多朋友吧？	还好吧，不过我比较喜欢一个人呆着。	你在博物馆工作，喜欢读书，你有很多朋友？	是啊，我有很多好朋友。	1
哇那你今年几岁了啊？	我今年23了，老了老了!	你多大了？	我是89年的，你呢？	1
不好意思，我没有养猫，你养猫吗？	我也没有养，不过我喜欢猫咪!	对不起，我没有猫。你有猫吗？	我有猫，不过不是你那种类型的!	1
你很喜欢打乒乓球吗？	是啊，我很喜欢乒乓球的!	你很讨厌打乒乓球吗？	是啊，很不喜欢!	2
你好，还没睡吗？	还没呢!你也还没睡啊!	你好，还没醒吗？	醒了!你呢？	3
那还挺好的，你是合租还是自己住？	合租的，我现在住的房子是两室一厅	这房子有多少间卧室？	一室一厅一厨一卫	1
难道你也喜欢听摇滚乐吗？	喜欢啊，你呢？	你也不喜欢听摇滚乐吗？	不喜欢，我不喜欢摇滚。	2
我是十多年前从日本回来的，现在在一所高中教书。	哇塞，好厉害!那你现在在做什么呢？	你知道我从哪里来吗？	不知道啊，你在哪里教书呢？	3
我是做同声传译的，我会说三种语言，所以一直很忙	我也是做同传的，你在哪个城市？	你知道我能说多少种语言吗？	不知道，我只知道你在北京	1
嘿嘿，你现在不用工作吗？	要啊，我现在在做自己喜欢的事!	嘿，嘿，你现在不需要工作吗？	不需要了，我已经辞职了!	1
我最喜欢吃炒面，中午吃的就是炒面。	我也喜欢!	你知道我什么时候吃炒面吗？	不知道!	3
你不用出去工作吗？	要啊，这个月底就回去了	你什么时候回去？	不知道啊，还没定呢	3
我最喜欢绣东西了，这幅十字绣我已经绣了将近两个月了。	你有耐心，我很佩服你!	你知道我绣这十字绣花了多少个月吗？	不知道，我不知道你绣了多久。	3
油画，我平时最喜欢就是上美术史课，那你平时喜欢干什么啊？	我喜欢看书，画画，看电影，看书	油画是我艺术史上最喜欢的课程。你通常不喜欢做什么？	不喜欢画画，因为画的不好!	2
我喜欢听周深的音乐，因为我觉得他可能把我带入。	我也喜欢周深的歌!	你知道我认为谁的音乐能把我带到这个世界上来吗？	不知道，我只知道我喜欢的人	2
我今年已经四岁了。	我今年也四岁了，你呢？	你知道我四岁是什么时候吗？	不知道，我只知道我三岁了	1
我两岁的时候就开始学了。	那你现在是在干嘛？	你知道我什么时候开始学习的吗？	我不知道，我只知道你在干嘛!	3
我家在河南，你是哪里的呢？	我是河北的，你呢？	我的家在河南。你从哪里来的？	我是河南的，现在在北京!	1
我是山东呢，你是哪里的呀？	我是河北的，你呢？	你是哪里人？	我是山西的，现在在北京工作!	1
我25岁，大学毕业两年了	我也是，不过我是89年的，你呢？	你知道我多大了吗？	不知道，我只知道你比我大	1
那你是学生还是上班族啊？	我是学生，不过我在北京，你呢？	你是哪里人？	北京的，现在在北京工作，你呢	1
我拍下来好多那，你要看吗？	我要看你拍的!	我拍了很多照片。你不想看吗？	不想看!	2
你养了一只猫呀？	对呀，养了快两年了	有多少年了？	快十年了吧，也许是上辈子的事了	1
我今年已经十九岁了。	我今年也十九岁啦!	你知道我多大了吗？	不知道，我只知道你比我大。	1
是嘛，那你工作是啥啊？	我在一家互联网公司上班，你呢？	是嘛，那你劳作是啥啊？	我劳作的话，应该是搬砖吧!	1
我是二十八结婚的，你不认为三十之后结婚有点晚吗？	我也是28结婚的。	你几岁结婚的？	我还没结婚，只是有了孩子。	3
行啊，那你是哪里的啊？	我是上海的，你呢？	你是哪里人？	我是浙江人，在上海工作!	1
保安老哥你好啊，你平时喜欢做什么啊？	我喜欢睡觉，你呢？	保安老哥你好啊，你平时讨厌做什么啊？	我讨厌睡觉，不喜欢睡懒觉!	2
你家孩子多大了？	我还没结婚呢!	你的孩子多大了？	我的孩子已经两岁多了!	1
这么厉害啊，那你应该见过很多的明星吧？	没有啊，我就见过一个，还有一个是我同学	这么厉害啊，那你可能见过很多的明星吧？	嗯嗯，还好吧!	3
我刚刚下班，刚刚忙完，你去干什么了？	我去看了电影，然后逛了街。	我刚刚下班，刚刚忙完，你来干什么了？	我在看电影，你在干什么？	3
嗨，你是干什么的啊？	我是个记者，你呢？	嘿，你是做什么的？	我是个摄影师	1
风景好看的吧，你有什么推荐的吗？	我也不知道，我也是第一次来。	你第一次来这里是什么时候？	我是去年八月份来的。	3
你是家就在北京吗？	是的，家在北京，现在在北京工作	你不是北京人吗？	不是，只是在北京上学而已	1
我今年13岁了，还在上初中呢。	那你也是我的同龄人啊!	我13岁是什么时候？	不知道啊!你几岁啊？	1
我是女生哦，你肯定是男生吧？	我是男的，你是女的？	我是女生哦，你肯定是女生吧？	我当然是女生，你是男的吧？	1
是的，你喜欢做什么呢？	我喜欢看书，看电影，听音乐，	是的，你喜欢做什么？	我喜欢睡觉，不喜欢工作!	2
我喜欢每个周末去农贸市场逛逛。	我也喜欢!	你知道我什么时候去农贸市场吗？	我不知道，我也不知道!	2
我还在上高中呢，我才15岁。	你可以叫我姐姐，我是姐姐!	你知道我多大了吗？	不知道，反正比我大就对了!	1
我就不行，我也就周末喜欢去骑骑自行车。	那你来找我吧!	你知道我喜欢什么时候骑自行车吗？	不知道，我也不知道!	2
你好呀，你平时喜欢游泳吗？	喜欢啊，不过最近没怎么游了	你好呀，你平时讨厌游泳吗？	不讨厌啊，只是不会游而已	1
我也喜欢，但我读的慢，一周才读三本书。	我也是啊，一周一本的速度	我一周读多少本书？	我也不知道，看心情吧	0
你呢，也很闲吗？	是啊!每天都很闲!你呢？	你呢，也很忙吗？	是啊!忙的时候忙死，闲的时候闲死!	3
你们去了哪里旅行啊？	我在杭州，他在上海。	他在哪里？	杭州啊，他在杭州工作，我在上海工作。	3
不过我的丈夫去年出车祸去世了，我现在是个寡妇。	你丈夫是个什么样的人？	你知道我丈夫什么时候死的吗？	不知道。	3
你去哪里了啊？	我在广州啊!你在哪里啊？	你所在的城市在哪里？	我在深圳啊!你呢？	1
是的，你平时喜不喜欢出去玩啊？	喜欢啊，当然喜欢!	是的，你平时不喜欢出去吗？	不喜欢，我喜欢宅在家里!	2
那你空闲时间都喜欢做什么啊？	看书，看电影，睡觉，看书，睡觉	那你空闲时间都厌烦做什么啊？	不知道啊，我只知道我不喜欢睡觉	2
我住在上海的，你住在哪里呢？	我住在浦东，你呢？	你住在哪里？	我住在西二旗这边，你呢	1
你住的地方离你的公司很远吗？	不远，就在我家附近。	你不是住得离公司很远吗？	我住的离公司也很远。	1
你正在做什么呢？	我在看书，你呢？	你在做什么？	我在看电视	3
不太喜欢，你还是个知识青年，你喜欢看什么书？	我不喜欢看书，我喜欢看电影!	我不太喜欢。你还是个年轻的知识分子。你喜欢读什么书？	我喜欢的书很杂，你呢？	2
我没什么爱好，我很喜欢狗，我有两只狗。	我也喜欢狗!	你知道我有几条狗吗？	不知道!	1
我一般喜欢在周末的时候和家人开车出去玩，呼吸一下新鲜空气，放松一下身心。	我也喜欢!	你知道我通常什么时候和家人一起开车出去吗？	不知道!	3
你每次跑步都跑几公里呀？	五公里左右，最近没跑了	你每次跑多少公里？	最近一次是五公里，之前都是六公里	3
中国的四大名著你都看过吗？	看过一点，没看完。	你看过中国四大名著吗？	没有，我只知道四大名着。	3
你今年大几啊？	大二了，快毕业了，你呢？	高中第一年是哪一年？	我是09年毕业的，你呢	3
我都35岁了，看不出来吧，我儿子都18岁了。	你儿子都这么大了？	你知道我儿子多大了吗？	不知道，你怎么知道的？	1
那你一周是只休息一天吗？	对啊，我只有周末有时间	你什么时候有时间做？	这个就不知道了，我也不知道	3
我是从北大毕业的，就是说我是一名国家栋梁。	你是哪个学校毕业的？	你知道我在哪里毕业的吗？	不知道。	1
你现在成绩怎么样，能考上心仪的大学吗？	我现在的成绩还不知道，不过我会努力的!	你现在的成绩怎么样？你能去你最喜欢的大学吗？	我已经毕业了，现在在一家很不错的公司上班!	1
你也喜欢喝咖啡啊？	是啊，我喜欢喝黑咖啡	你也讨厌喝咖啡啊？	是啊，不喜欢喝。	2
对啊，还是找熟悉的工作吧，你是做什么的啊？	我是做销售的，你呢？	是的，你最好找一份熟悉的工作。你是做什么的？	我是做平面设计的，呵呵!	1
我的两个孩子就快要十岁了。	你有孩子了吗？	你知道我的两个孩子多大了吗？	我不知道，你知道吗？	1
也一般般啦，我也很喜欢看篮球比赛啊，你是看的NBA吗？	是啊，看的就是这个！	我也喜欢看篮球比赛。你看NBA吗？	不看，我不喜欢看球赛!	2
可能这跟孩子的天性有关系吧，孩子更喜欢自由自在的感觉，那你经常带他们出去旅游吗？	我不知道，我也是第一次带孩子出去玩。	你带孩子们出去了多少次？	一个月一次，每次一小时。	3
你可真会说，你多大了呀？	我24了，你呢？	你真的可以说，你多大了？	我不知道，我只知道我的年龄是秘密	1
原来如此，我有一个孩子，他也喜欢吃火锅，对了，你多大了？	我是女的，27了。你呢？	女人的年龄是多少？	我不知道，我只知道我是男的。	1
我是个室内设计师，客户一般晚上才有空，需要随时联系客户的。	好的，谢谢!	你知道顾客通常什么时候有空吗？	不知道，我也是刚毕业的学生。	0
那很好呀，那你有什么方向了吗？	没有方向，也不知道自己想做什么。	那很好。你没有方向吗？	有啊，只是不知道能做什么	2
我是上海人，你多大了呀？	我也是上海的，你呢？	你是哪里人？	我是浙江人，在上海工作!	1
你好，请问你看到这个东方明珠有什么感觉呀？	还没去过，不知道啊!	您好，你觉得这个东方明珠怎么样？	还行吧!挺漂亮的!	3
当然可以，你后天有时间吗？	有啊，我明天下午就回去了，你呢？	你什么时候回来？	我还不知道，应该是后天吧!	3
我是上海的，我男朋友是北京人。	我也是上海人，我男友也是北京的	你知道我男朋友是哪里人吗？	不知道，你男朋友哪里人？	1
喜欢啊，你也喜欢看网球？	是啊，我喜欢看球赛!	是的，你也不喜欢看网球吗？	是啊，不喜欢!	2
我是河南人，你哪里的？	我是河北的，你呢？	我来自河南。你从哪里来的？	河南的，你是哪里人？	1
我可以问一下，你是做什么工作的吗？	我是做平面设计的，你呢？	请问你是做什么的？	我是做室内设计的。	1
你是干什么工作的呀，这么早就下班了？	我是做平面设计的，今天是最后一天上班了。	你工作的最后一天是什么时候？	今天是第一天，明天就不知道了。	3
不错呀，你非常喜欢看这种电影吗？	是的，很喜欢!	不错呀，你非常讨厌看这种电影吗？	是的，我不喜欢。	2
我是甘肃的，你呢？	我是四川的，你也是吗？	哦哦	你是哪里人？	1
那你这个服装店是自己看还是有员工帮你看？	自己看的!	你是一个人看这家服装店还是有员工帮你看？	都有!	0
我连着这几年每年7月的时候都会来马德里，而且我也会去别的国家啊，我喜欢这些异国的人文。	马德里是个好地方!	你知道每年7月我都去哪个城市吗？	不知道啊，你要去哪儿？	3
你工作几年了呀？	两年多了，你呢？	多少年了？	快五年了，你现在在做什么工作？	3
我今年已经20了，你还在上学吗？	对啊，我也是20了!	你多大了？	我是90年的，你呢？	1
你现在还在上学，还是已经毕业工作了？	工作了，你呢？	你还在上学，还是已经毕业并工作了？	我还在读书，明年才毕业!	1
不过我会更喜欢冬天，冬天躺在暖和和的被窝睡觉也很舒服的。	我也喜欢!可是冬天太冷了!	你知道我喜欢什么季节睡觉吗？	不知道!	2
你是业余时间都会去健身房锻炼吗？	不是啊，我都是周末去的。	你通常什么时候去？	我一般都是晚上去，早上起不来。	3
你很喜欢春天吗？	我喜欢夏天!	你喜欢什么样的天气？	我喜欢冬天，夏天太热了!	2
当然可以，你今年多大了？	我今年24岁了，你呢？	当然你今年几岁？	我今年刚满十八岁，怎么了？	1
我的猫叫敦敦，敦实的敦，很喜欢认识新朋友，是个小母猫。	我的猫也叫敦敦	你知道我的猫叫什么名字吗？	不知道啊，你的猫是公的还是母的？	1
那你今天怎么不去训练呢？	我今天没去训练啊!	你什么时候去训练的？	今天早上啊，你没看到我吗？	3
你喜欢姜文的电影吗？	喜欢啊，他的电影我都喜欢	你不喜欢姜文的电影吗？	不喜欢，我喜欢看他的书	2
好像是吧，那你是干什么工作的呀？	我是做销售的，你呢？	似乎是这样。你是做什么的？	我是做外贸的，你在哪个城市？	1
我不太喜欢运动，我最喜欢唱歌，我最喜欢的乐队是滚石乐队。	我也喜欢摇滚，你喜欢哪个乐队？	你知道我最喜欢的乐队是什么吗？	不知道，你说说看。	2
我喜欢运动我每天跑一千米。	我也喜欢跑步，可是我跑不起来	你知道一个人每天跑多少公里吗？	不知道，我一般都是一个人跑	3
旺季的时候会很忙，你有来过海口吗？	没有，我只去过三亚，海口没去过	你只去过哪个城市？	海口，三亚，三亚都去过了	3
当然可以，我很喜欢交朋友的，你多大呢？	我是88年的，你呢？	你多大了？	我是89年的，不过我是男的!	1
你好，我现在是实习生，你工作了吗？	我还没毕业呢!	你好，我现在是实习生。你失业了吗？	我失业了!你在哪儿呢？	1
我是个孤儿，我现在在北京生活，可不就是地地道道的北京人。	我也是个地道北京人，我也在北京	你知道一个不折不扣的北京人是什么意思吗？	不知道，我只知道我是个外地人	1
你说的对，你是做什么的呀？	我是做外贸的，你呢？	你说得对。你是做什么的？	我是做销售的，呵呵!	1
我今年13岁了，还在上初中呢。	那你也是我的同龄人啊!	我13岁是什么时候？	你13岁的时候我还没出生呢!	1
我不喜欢唱歌，但我喜欢听歌，你在唱谁的歌啊？	我也不知道我在唱什么。	我不喜欢唱歌，但我喜欢听歌曲。你在唱谁的歌？	我在唱我自己的歌。	3
我是住在洛阳，离得不是很远啊。	我也在洛阳啊!	你知道我住在哪里吗？	不知道啊!	1
哇，好棒呀你，那你会这些乐器吗？	我会弹吉他，钢琴，吉他，尤克里里	你能演奏什么乐器？	吉他，吉他是我唯一会的乐器	1
你为什么压力那么大啊，是发生什么事情了吗？	没有啦，只是有些事情想不通而已。	你为什么压力这么大？怎么搞的？	我也不知道，可能是压力太大了吧。	3
食疗还有药物治疗，慢慢来吧，急不得，夏天你是不是就不怎么出门儿了？	是啊，夏天就不出门了。	你什么季节不出去？	冬天啊，最冷的时候都不出门。	3
你怎么生病了呢？	我也不知道，昨天晚上突然就发烧了。	你什么时候发烧的？	昨天下午，一直到今天早上都在发烧。	3
我是一名会计，你上班了吗？	我也是会计，上班了，你呢？	我是会计。你去上班了吗？	我还没呢，你在哪个城市？	3
我是一名翻译官，我会说三种语言了。	那你会说英语吗？	我能说多少种语言？	那你会什么语言呢？	1
我最喜欢听毛不易的歌，我最喜欢他了。	我也是!超级喜欢他的歌!	你知道我喜欢谁的歌吗？	不知道啊，我只知道你喜欢毛不易	2
好啊，你有什么爱好吗？	我喜欢看书，看电影，看书!	好的，你没有什么爱好吗？	没有，我喜欢睡觉!	2
我想开家里的车进行一次自驾游，你喜欢什么旅游方式？	自驾游啊，我喜欢自驾游!	我想开我家的车去自驾旅行。你不喜欢什么样的旅行？	我不喜欢开车，太危险了!	2
风景好看的吧，你有什么推荐的吗？	我也不知道，我也是第一次来。	你第一次来这里是什么时候？	这里是我的家，我住在这里。	1
你在旅馆做前台吗？	不是啊，我在旅馆上班啊!	你在酒店做接待员吗？	是啊，你也是吗？	1
你每天都会出去晨跑吗？	我一般都是晚上跑，早上不跑。	你通常什么时候跑步？	晚上11点左右，早上6点左右。	3
对，我挺喜欢安静，还没有自我介绍，我叫张红，你叫什么？	我叫王红，你呢？	你叫什么名字？	我叫王小凤，是这里的常客!	1
我是在北京上大学呢。	哦，好吧，你是北京哪个学校的？	你知道我在哪里上的大学吗？	不知道啊，所以才问你啊!	1
因为我买的是一辆本田，看起来还挺好的。	我也是本田车主，不过我更喜欢宝马	你知道我买了什么车吗？	不知道，你买的什么车？	1
那你最喜欢哪个球队打球呀？	我最喜欢的球队是ac米兰!	你最不喜欢哪个队？	米兰!不喜欢他们的风格!	2
我觉得我成绩已经算不错了，我是一个后卫，去年进了128次球。	你在哪个队？	你知道去年我进了多少球吗？	我不知道，我只知道你是个后卫	3
嗯嗯，你喜欢钓鱼吗？	喜欢啊，钓鱼很好玩的	你喜欢钓鱼吗？	不喜欢，我喜欢看别人钓鱼	2
那你每天不工作岂不是很无聊呀？	是的，我已经在工作了。	那你每天不工作岂不是很有趣呀？	是的，所以我辞职了。	2
哈哈我还是学生呢，我是医学院的学生。	好吧，我以为你是学妹呢!	你知道我上的是什么样的大学吗？	不知道，我只知道你是学姐!	1
早上好，你这是要去哪里吗？	早上好!我要去上班了!	早上好你要去哪里？	我要去找我的女朋友!	3
看过不太喜欢，我喜欢看喜剧类型的，你喜欢看什么类型的？	喜剧的话我比较喜欢看爱情喜剧，喜剧比较少看	看过不太喜欢，我喜欢看喜剧类型的，你讨厌看什么类型的？	喜剧类的都不喜欢，不知道为什么	2
我妈说我都快26岁了，还没个男朋友，就拉着我各种相亲。	我也是26了，还没有男朋友。	你知道我被带去相亲的时候多大了吗？	不知道啊，你多大了？	1
那你去的话多拍点欧洲的照片，欧洲的风景，欧洲的美食，让我们开开眼界呀怎么样？	好啊好啊，我还没去过欧洲呢!	你从没去过哪个国家？	意大利，荷兰，比利时，法国，瑞士，瑞士。	3
嘿嘿，那当然啦，我很喜欢动物的，你喜欢吗？	我喜欢狗，不喜欢猫!	嘿嘿，那当然啦，我很喜欢动物的，你厌恶吗？	我不喜欢!但是也不讨厌!	2
你是很喜欢网购吗？	是的，我是网购达人!	你是很讨厌网购吗？	不是讨厌，只是不喜欢!	2
我是在一家酒吧工作的，都是下午四点上班。	那你可以来找我啊!	你知道我什么时候工作吗？	不知道啊!	1
真不错，你今年多大了呀？	我今年25岁了，你呢？	太好了。你今年几岁？	我今年22岁了，比你大一岁。	1
我是山东青岛的。	我也是青岛的!	你知道青岛在哪个省吗？	不知道啊!	0
那你们是异地恋吗？	不是，他在北京，我也在北京。	你在哪里？	他在上海，我在深圳。	1
我就不行，我也就周末喜欢去骑骑自行车。	那你来找我吧!	你知道我喜欢什么时候骑自行车吗？	不知道，我只知道你喜欢我	2
我喜欢读书，我最喜欢的书是简·奥斯汀的《傲慢与偏见》。	我也喜欢这本书!	你知道我最喜欢的书是什么吗？	不知道，你说说看!	2
你是做什么工作的啊，你的工作每天都很轻松吗？	我是做销售的，每天都是忙里偷闲。	你是做什么的？你的工作每天都轻松吗？	我是销售助理，每天工作很轻松。	1
我在一家工厂上班，你呢？	我在北京，你在哪个城市？	你在哪个城市？	我在天津，你在北京哪个地方？	1
我今年21岁现在在上大学呢。	我也是21岁上的大学!	你知道我什么时候上大学吗？	不知道!	3
我今年13岁了，还在上初中呢。	那你也是我的同龄人啊!	我13岁是什么时候？	你不是已经成年了吗？	1
我17岁了	我也17了，你多大了？	你知道我多大了吗？	不知道，你告诉我吧!	1
我18了，你应该跟我差不多大吧？	我也18了。你多大？	你多大了？	我比你小一岁。你呢？	1
我最喜欢的乐队是盘尼西林，他们的作品太符合我的胃口了，我简直是太喜欢了。	我也是!超级喜欢他们!	我最喜欢的乐队是什么？	我也不知道!	2
我的儿子今年18岁，刚刚去部队。	哦，是吗？那真是太好了!	你知道我儿子多大了吗？	不知道，你告诉我吧。	1
我是学法律的，本科毕业后我又上了两年研究生，现在正在上研三呢	你是学什么专业的？	你知道我读了多少年研究生吗？	不知道，你是哪个学校的？	3
我是一名会计，我在一家金融公司上班，你呢？	我在银行上班，银行的信贷部。	你在银行的哪个部门工作？	信贷部，你是哪家银行的？	1
我是个男孩子啊，你有男朋友吗？	我是男的，我有女朋友!	对	你是男的还是女的？	1
我有两只猫，因为我的两个孩子都挺喜欢猫的。	我也喜欢猫!	我有多少只猫？	你有几只猫？你喜欢猫吗？	1
我还小呢，今年刚十岁。	我也是刚十岁，你多大了？	你知道现在是哪一年吗？	不知道，我只知道你比我大	1
我的儿子今年18岁，刚刚去部队。	哦，是吗？那真是太好了!	你知道我儿子多大了吗？	不知道，你有什么事吗？	1
嗯嗯，你喜欢爬山吗？	喜欢!爬山是我最喜欢的运动!	你不喜欢爬山吗？	不喜欢!但是我喜欢看风景!	2
真好啊，那你去过最远的是哪里？	最远的应该是海南岛吧!	哪座岛最远？	海南岛最远，因为我没去过!	3
那你的家人是不是被你养的胖乎乎呀？	我家人都是瘦子!	你把你的家人养得胖乎乎的吗？	对啊!我爸妈都是胖子!	1
我正好想找个男生聊天，我还在念大学呢，你工作了？	工作了，你哪个学校的？	我真的在找一个男孩聊天。我还在上大学。你工作过吗？	没有，我也在找人聊天。	1
我在读书，你喜欢读书吗？	喜欢啊，你在哪个学校？	我在看书。你喜欢读书吗？	我不喜欢，我喜欢睡觉	2
哦，怪不得呢，你是从小学习画画吗？	我是学画画的，不过不是美术生。	哦，难怪。你不是从小就学会画画吗？	我是学美术的，只是喜欢画画而已。	1
你还拍过电影吗？	拍过，不过都是老电影了。	你还拍过影片吗？	没有，我只是喜欢看电影而已。	3
嗨，今天天气不错呀，你们那里天气怎么样？	今天的天气很好，万里无云，万里晴空。	什么时候天气好？	这个嘛，你问我，我也不知道。	0
我的儿子都四岁了呢。	你的儿子？	你知道我儿子多大了吗？	不知道。	1
我叫琳琳，你是做什么工作的呀？	我是做销售的，你呢？	哇	你叫什么名字？	1
是啊，我比较喜欢读书，你也喜欢读书吗？	我喜欢看书，你呢？	是的，我更喜欢读书。你不喜欢读书吗？	不喜欢，我喜欢睡觉!	2
我是河南人。	好吧，我以为你是北京的呢!	我是哪里人？	你不是北京人吗？	1
我今年已经二十岁了，在上大学。	我知道，我的意思是，你来找我。	你知道我什么时候上大学吗？	不知道。	3
我今年刚成年，我是独生子女。	我也是独生女，你多大了？	你知道我什么时候才是成年人吗？	不知道，我也不知道。	1
你都不用去上班吗？	要啊，今天休息，明天上班!	你什么时候去上班？	不知道，等通知吧!	0
《阿甘正传》是我最喜欢的电影。	我也很喜欢!	你知道我最喜欢的电影是什么吗？	我不知道，你告诉我吧!	2
