But my friends all like to hang out with me because I am very good at livening up the atmosphere  I am a warm hearted guy  commonly known as a  small sun  	I am also a small sun 	Do you know what a passionate person is usually called 	I don t know 	1
I really like watching Japanese anime in my spare time 	Do you like Japanese anime 	Which country s anime do I like 	I don t know  you know it best in your heart 	2
Are you already studying design now 	Yes  I am a high school student this year 	When was your college entrance examination 	I took the college entrance examination last year 	3
I am from Luoyang  where are you from 	I am from Henan  and you 	Where are you from 	I am from Shaanxi  but I have been living in Luoyang for five years 	1
I m from Luoyang  where are you from 	I m from Henan  how about you 	Where are you from 	Anhui  I m studying in Luoyang 	1
I m the son of bed 3 in ward 5 	I m the mother of bed 3 in ward 5 	Do you know which ward the son of bed 3 is in 	I don t know 	1
I like listening to Mao Buyi s songs the most  I like him the most 	I am easily ignited and prone to explosion when it comes to him 	Do you know whose songs I like 	If you don t tell me  how would I know 	2
I love listening to Mao Buyi s songs the most  I really adore him 	I m easily drawn into his songs 	Do you know whose songs I like 	Chen Li  Hua Zhou  Song Dongye  or Ma Youjia 	2
Because it s in a big city  my work is very busy  Is your schedule tight 	Not tight  just three classes every day  The rest of the time is spent in the dorm  alone 	How many classes do you have each day 	I only have one class per day  what about you 	3
What time do you usually get off work 	I get off work at 5 30	What time do you usually finish work 	I finish work at 11 30 in the morning  and at 15 30 in the afternoon	3
I m from Xinjiang  but now I live in Hohhot  Inner Mongolia 	Oh  I m also from Xinjiang 	Where do you live now 	I don t know either  I m in Hohhot 	1
I m from Henan and now living in Shanghai 	Where in Shanghai  I m on the side of Pudong New Area  Let s hang out together when you are free 	Do you know where I am from 	Aren t you in Shanghai  Well  then where are you from 	1
I am from Henan and now live in Shanghai 	Where in Shanghai  I am on the side of Pudong New Area  Let s hang out together when you have time 	Do you know where I am from 	I don t know  are you from Henan 	1
I m from Henan and currently living in Shanghai 	Where in Shanghai  I m in Pudong New Area  We can hang out together if you have time 	Do you know where I m from 	I don t know  but your location shows that you are in Shanghai 	1
My boyfriend finally agreed to go to the art exhibition I like this weekend 	Your boyfriend is so lucky 	Do you know when my boyfriend is going to see my favorite art exhibition 	I don t know either  You tell me 	3
My boyfriend finally agreed to go with me to see my favorite art exhibition this weekend 	Your boyfriend is really lucky 	Do you know when my boyfriend is going to see my favorite art exhibition 	Is it today 	3
I really like the band Feier 	I like them too  I prefer Feier s Nightwish 	Do you know what band I like 	I don t know  tell me 	2
I really like the band Faye 	I also like it  I like Faye s Nightwish even more 	Do you know what band I like 	How would I know which band you like 	2
I m from Weihai  Shandong  It was a civil dispute  I could have won  but I lost  so I feel really upset 	I m also from Weihai  Where are you from 	Do you know which province Weihai is in 	I don t know 	1
Hello beautiful  are you busy 	Hmm  just finished being busy  why haven t you slept yet 	Hello  beautiful  Are you busy 	Not busy  what about you 	3
Hello beautiful  are you busy 	Hmm  just finished being busy  why haven t you slept yet 	Hello  beautiful  Are you busy 	I m not busy  what s up 	3
I m almost 26 years old and I ve been living alone for several years 	I m also going to live alone soon 	Do you know how old I am 	I don t know 	1
 I m almost 26 years old and have been living alone for several years  	 I m about to live alone too  	 Do you know how old I am  	 How old are you  	1
So have you designed a lot of clothes 	No  I m just a distributor of clothes 	So have you designed a lot of fashion items 	No  I haven t  I have only worked with one brand 	3
Do you dare to start a business without any experience 	Whether you have experience or not is not important  What matters is whether you have money 	Right 	If you have no money  no experience  no connections  then you shouldn t go into business  This is my experience 	2
I m still a kid  I m only ten years old 	I m not even 10 years old yet 	Do you know how old I am 	I don t know  but I m definitely not 10 years old 	1
I m still a kid  I m only ten years old 	I m not even 10 years old yet 	Do you know how old I am 	Didn t you say you were 20 	1
Are you already working now 	Yes  I am already working 	So you are already engaged in labor now 	I am still a student  just preparing in advance 	1
Looks like you are a student  right 	No  I am already working 	Looks like you are a learner  right 	Yes  that s right  And you are 	1
That s right  do you have any hobbies 	My hobby is not having any hobbies 	That s correct  Do you have any hobbies 	My hobby is you 	2
I also study in Henan  but I am a high school student 	Me too  Which school are you in 	Do you know where I study 	I don t know  Which province are you from 	1
Hello  may I ask where can I adopt a dog 	Hello  I am from Shenzhen  where are you from 	Where are you from 	I am from Guangzhou  how about you 	1
Close to home is quite convenient  how old are you 	I m 21  currently in my second year of university  getting ready for an internship  The internship period is one month  then I ll look for a job 	What is the name of your class 	I am in a small primary school in Shenzhen  Longgang Zhongxin Cheng Primary School  how about you 	1
I prefer listening to music  my favorite band is Mayday 	I also like Mayday 	Do you know what my favorite band is 	I don t know 	2
Hello  What are you doing now 	I am on the train now  getting ready to go back 	Hello  what are you doing now 	I am waiting for the train  it will be here soon 	3
Yes  do you like fishing 	I like it  fishing is very fun 	Do you like fishing 	No  I don t like it  I prefer watching others fish 	2
I have two children  one is two years old and the other is six years old  both need to be taken care of 	Do you have children 	Do you know how many children I have 	I don t know 	1
I can t  I only like to go cycling on weekends 	I am a person without weekends 	When do I like to go cycling 	Anytime  as long as there s company 	2
I can t  I only like to ride a bike on weekends 	I am someone without weekends 	When do I like to ride a bike 	After getting off work at night 	2
Pretty good  will people recognize you when you go out 	No  I always wear sunglasses when I go out 	Pretty good  will people recognize you when you go out 	No  I don t wear sunglasses 	2
I m almost 26 years old  and I ve been living alone for several years 	I m also 26  been living alone for over a year 	Do you know how old I am 	How old are you  Older than me 	1
What do you usually do during your holidays 	I eat  sleep  play with my phone  and play games 	What about your holidays 	I don t have holidays  I work 	1
I am the son of bed number 3 in ward number 5 	Hello  I am in bed number 1 	Do you know which ward the son of bed number 3 is in 	I don t know either  I am just a nurse 	1
My favorite band is Mayday  I think they are all very talented 	My crush also likes Mayday 	Do you know what my favorite band is 	I don t know  alas 	2
I am a homemaker  and I have two sons 	You are a good mother  a good mother 	Do you know how many sons I have 	I don t know  I don t know 	1
I am a housewife  and I have two sons 	You are a good mother  a good mother 	Do you know how many sons I have 	I don t know  you tell me 	1
That s really hard work  Do you rest on weekends 	We don t rest  We get only one day off a month 	That s really hard work  Do you do things on weekends 	We don t do anything on weekends  It s just regular work 	3
That s really hard  do you rest on weekends 	No  we only have one day off a month 	That s really hard  do you work on weekends 	Yes  but I have two days off on weekends 	3
What musical instruments do you like 	Piano  drums	What musical instruments do you dislike 	I don t dislike any  nor do I like any 	2
What musical instruments do you like 	Piano  drums	What musical instruments do you dislike 	Dislike piano	2
I am a gardener  and I have been working at a flower shop for about half a year 	I m also a gardener 	How long have you been working at the flower shop 	It s been over a year  What do you do at the flower shop 	3
I m a beauty blogger on Bilibili 	Hello  beauty content creator on Bilibili  I m a beauty expert 	Do you know the name of this beautiful blogger 	I don t know  I only know you re a food blogger 	1
How long have you been here 	I ve been here for almost two years  how about you 	How many years have you been in this city 	I ve been here since birth 	3
How long have you been here 	I have been here for nearly two years  what about you 	How many years have you been in this city 	I was born here  and my parents are here 	3
How long have you been here 	I ve been here for almost two years  how about you 	How many years have you been in this city 	I was born here  so I ve been here since then 	3
Sure  what kind of work do you do 	I work in foreign trade 	Okay  what kind of work do you do 	I work in manufacturing car tires 	1
My mom says I m almost 26 and still don t have a boyfriend  so she sets me up on blind dates 	I m also 26 and still don t have a boyfriend 	Do you know how old I was when I was taken on blind dates 	I don t know  I was also taken on blind dates 	1
My mom said I m almost 26 years old and still don t have a boyfriend  so she keeps setting up blind dates for me 	I m also 26 and still don t have a boyfriend 	Do you know how old I was when I was dragged to go on blind dates 	I don t know  how old are you 	1
Are you in a long distance relationship 	No  he s in Beijing  and I m also in Beijing 	Where are you 	I m in Shanghai  and he s also in Shanghai 	1
Are you in a long distance relationship 	No  he is in Beijing and I am also in Beijing 	Where are you 	He is in Shanghai and I am in Shenzhen 	1
Have you heard of the songs by the Black Panther band 	Yes  I have  but I don t really like their songs 	Have you heard the songs by the Black Panther band 	Yes  I have  I like this band 	2
That s not bad  who is your favorite rapper 	My favorite rappers are all big shots in the rap world 	That s great  Who is your least favorite rapper 	I don t like rap  I don t like any of them 	2
Sure  do you have any classes now 	Yes  I don t have any classes in the afternoon  are you coming 	When does school have classes 	From 5 to 6 in the afternoon  you will know once you come 	3
I am from Henan and currently living in Shanghai 	Which district in Shanghai are you in 	Do you know where I am from 	I don t know  where are you from 	1
I am from Henan  and now I live in Shanghai 	Which area in Shanghai are you in 	Do you know where I am from 	I m not sure  I am in the suburb of Shanghai  how about you 	1
Do you want the big dog to protect you when you live alone 	Yes  I really like big dogs  I hope it can protect me 	I live alone  Don t you want the big dog to protect you 	I do  but I m afraid it might bite me 	2
I m 30 years old this year  are you a high school student 	I m also 30 this year  haven t graduated yet 	I m 30 years old  Aren t you a high school student 	I mean I haven t gone to college yet 	3
I am 30 years old this year  are you a high school student 	I am also 30 years old this year  I haven t graduated yet 	I am 30 years old  Aren t you a high school student 	Yes  I am  I just graduated this year 	3
I am too  How old are you this year 	25  How about you 	How many people are there in the group 	I m 24  I m not very sure either 	1
Are you in school or working 	I m in school  I m a sophomore  How about you  Are you a senior or junior 	What s the name of your class 	I m doing an internship  not at school 	3
I like chrysanthemums more because they bloom so beautifully in autumn  which is also my favorite season 	Chrysanthemums are beautiful  autumn is my lucky season 	Do you know in which season chrysanthemums bloom 	I don t know  do you want to tell me 	0
What small animals do you like 	Dogs  cats	What small animals do you not like 	Do not like cats  like everything else	2
I prefer IKEA  I feel they have more variety 	The IKEA style doesn t really suit me 	Which store do you prefer 	I can t really say  anyway  I don t find IKEA s stuff very attractive 	2
 Are you renting a house by yourself  	 Yes  I rented a house by myself  	 Aren t you renting a house with someone else  	 I rented a house by myself  but I have a roommate  	1
I am already twenty years old this year  	Then come and chat with me  	Do you know when I am twenty years old  	I don t know  	1
I am fortunate to have a happy and harmonious family  what do you do 	I am a student  I am in Beijing  how about you 	Where are you from 	I am from Hebei  and now I work in Beijing 	1
Alright  what kind of work do you do 	I work in sales  how about you 	Alright  what kind of labor do you do 	I work in the service industry  hehe 	1
I like drinking coffee  I ve tried various kinds  and now I have five different flavors of coffee in my fridge 	My favorite is black coffee  It s so bitter 	How many different flavors of coffee do you have in your fridge 	I don t know  I ve never counted 	2
I like drinking coffee  I ve tried various types of coffee  and now I have five different flavors of coffee in my fridge 	My favorite is black coffee  it s so bitter 	How many different flavors of coffee do I have in my fridge 	I don t know  why don t you go take a look 	2
My family is in Mianzhu City  and I really like animals  especially pandas 	I also like pandas 	Do you know where my family comes from 	I don t know 	1
Yes  what do you like to do 	I like to read books  watch movies  read books  sleep 	Yes  don t you have anything you like to do 	No  I like to be alone 	2
My school is in Daxing  have you started working 	No  I haven t graduated yet  I m in my fourth year 	My school is in Daxing  Have you started working 	Not yet  I m in my fifth year 	1
My school is in Daxing  have you started working yet 	No  I haven t graduated yet  I m a senior 	My school is in Daxing  Have you started working yet 	I m working in Daxing 	1
My school is in Daxing  are you already working 	No  I haven t graduated yet  I m a senior 	My school is in Daxing  Are you already working 	No  I m still studying for a master s degree 	1
Do you have a cat in your dorm 	Yeah  I just sent one away today  and another one came 	When did you send it away 	About half a month ago  I have no idea where it went 	3
I ve tried planting flowers before  but they all died in the end  Do you have any tricks 	I don t know either  It s my first time planting 	I ve tried planting flowers before  but they all died in the end  Do you have any techniques 	I haven t tried planting flowers yet 	2
I see you re heading to Wanda Plaza  are you going to eat something there 	Yes  I work at Wanda 	Where do you work 	Near Wanda  how about you 	1
 Is that so  What kind of dog do you have at home  	 Chinese pastoral dog  	 Really  What kind of dog do you raise  	 I raise a Labrador  	1
What genres of movies do you usually like to watch 	Horror  science fiction  suspense  horror	What genres of movies do you usually dislike 	I don t like watching movies	2
But I like summer a lot  in summer I can swim  eat watermelon and ice cream 	I like winter  in winter I can eat ice cream  swim  play badminton  and sleep 	In which season do I like to eat watermelon and ice cream 	Summer and winter	2
What kind of movies do you like to watch 	Science fiction  action  horror  comedy movies are all fine 	What kind of movies don t you like 	Horror  gory  violent ones  and also disgusting ones 	2
My favorite band is Mayday  I think they are all very talented 	I also like Mayday 	Do you know what my favorite band is 	I don t know 	2
I am Zheng Ang  what about you 	I am Zheng Nuo  what is your name 	What is the name of the person in charge of the investigation 	I am Kang Nuo  are you Kang Nuo 	1
I love listening to the songs of Mao Buyi the most  I really like him 	Me too  I really love his songs 	Do you know whose songs I like 	I don t know  I only know you like Mao Buyi 	2
I love listening to Mao Buyi s songs the most  I really like him 	Me too  I love his songs so much 	Do you know whose songs I like 	I don t know  I only know that his songs are all very nice to listen to 	2
That s great  college life is so exciting  you must have made a lot of friends  right 	No  only a few good friends 	That s great  college life is so exciting  you must have made many friends  right 	No  I haven t made any at all 	1
You are right  have you started working yet 	Yes  I graduated last year	You are right  Are you not working 	I am currently pursuing a master s degree  and will graduate in a year and a half	1
Are you working now 	I have been working for several years now 	Are you going out to work now 	I also just started working this year  and I don t know what to do now 	1
Do you have siblings 	Yes  I have two older brothers and one younger brother 	How many brothers do you have 	I have three younger brothers and one younger sister 	1
I am from Haikou  my birthplace is in Haikou 	That s a coincidence  I m also from Hainan 	Where were you born 	Which part of Hainan were you born in 	1
I prefer chrysanthemums  they bloom so beautifully in autumn  which is also my favorite season 	You like autumn  I like winter 	Do you know in which season chrysanthemums bloom 	I don t know 	0
I m four years old this year 	I m also four years old this year  how about you 	Do you know when I turned four 	I don t know  how old are you 	1
I am four years old this year 	I am also four years old this year  how about you 	Do you know when I turned four 	I have no idea  I only know that I am three years old 	1
I m twenty years old this year 	I m also twenty this year  what a coincidence 	Do you know when I turned twenty 	I don t know  but I m twenty anyway 	1
Just like that  don t talk about me  talk about you  How have you been recently 	I ve been doing pretty well  and you 	Just okay  Don t mention me  Tell me about yourself  How have you been recently 	Not good  without you  how could I be good 	3
Let s not talk about tattoos  Let s talk about you  Are you busy with work 	Not too busy  thankfully 	Let s not talk about tattoos  Let s talk about you  Are you busy with work 	Yes  busy  I m swamped every day 	1
Let s not talk about tattoos  Let s talk about you  Are you busy with work 	Not too busy  not very busy 	Let s not talk about tattoos  Let s talk about you  Are you busy with work 	Busy  so busy I m almost dying 	1
I m still a kid  I m only ten years old 	How old are you then 	Do you know how old I am 	I don t know 	1
Call me Xiao Ming  what s your name 	I m called Xiao Huang  and you 	What s Xiao Huang s real name 	My name is Xiao Ming  are you called Xiao Huang 	1
Okay  then aren t you bored every day 	Yes  when bored you can chat with me 	Okay  then aren t you interesting every day 	Yes  an interesting soul stands out among many 	3
Okay  then aren t you bored every day 	Yes  when you re bored  you can chat with me 	Okay  then aren t you interesting every day 	Yes  there are many interesting things to do every day 	3
Yes  are there many places in Qingdao where you can go fishing 	I am from Qingdao  working in Qingdao  not good for fishing at home  reservoirs have people watching 	Where are you from 	I am from Cangzhou  Hebei 	1
Yes  are there many places in Qingdao where you can go fishing 	I am from Qingdao  working in Qingdao  it s not good to fish at home  the reservoirs have people watching 	Where are you from 	I m from Lianyungang  Jiangsu  There are too few fishing spots here  I really want to go fishing in your area 	1
Yes  are there many places in Qingdao where you can fish 	I am from Qingdao  working in Qingdao  It s not easy to fish at home  there are always people watching the reservoirs 	Where are you from 	I am from Weifang  Shandong  There are very few places for fishing in our area in Shandong 	1
I am from Zhengzhou  Henan  I just finished the college entrance examination and now I am traveling in Xi an 	Oh  you can come find me to hang out 	Do you know where I should go after the college entrance examination 	I don t know 	3
I like animals  I have two dogs 	Then I like you  will you take care of me 	Do you know how many dogs I have 	I don t know  then you tell me 	1
Is your family life difficult 	Yes  but I will work hard  thank you for your concern 	Is your family life difficult 	Not difficult  my family is doing well 	1
I like animals  and I have two dogs 	Then I like you  will you take care of me 	Do you know how many dogs I have 	One is enough 	1
I want to take a road trip in my car  what type of travel do you enjoy 	I love road trips 	I want to drive my car for a trip  What type of travel do you not like 	I don t like driving  it s too dangerous 	2
My family lives in Russia because we all like colder places  so we moved here 	Wow  that s great  Welcome to come to my house 	Do you know where my family lives 	I don t know 	1
Do you still like watching cartoons 	Yes  I do  Recently  I ve been watching  Sherlock Holmes  	Are you tired of watching cartoons 	Yes  I am  Cartoons are my favorite thing to watch 	2
Do you still like watching cartoons 	Yes  I do  Lately  I ve been watching  Sherlock Holmes  	Are you tired of watching cartoons 	No  not tired  I just don t like watching anime  that s all 	2
Sure  where do you usually have lunch during work 	I eat at the school 	Where do you often have lunch when you are working 	I haven t started working yet  I m only a senior 	1
Okay  so where do you usually have lunch during work 	I have lunch at school 	Where do you usually have lunch when you re working 	I m a freshman and haven t started working yet 	1
I can t believe it  how old are you and you still like that 	I m almost thirty  I just can t understand it 	How old are you 	I m younger than you  I m only 20 	1
No way  how old are you and you still like that 	I m almost thirty  I just can t understand it 	How old are you 	I m 26  turning 27 soon  And you 	1
I m already four years old this year 	Hello  little four year old 	Do you know when I turned four 	I don t know  why don t you tell me 	1
I am already four years old this year 	Four year old children are great 	Do you know when I turned four 	Go ahead  I m all ears 	1
 I m four years old this year  	 Hello to the four year old kid  	 Do you know when I turned four  	 You tell me  and then I ll know  	1
I am 26 years old 	Do you think I should find a boyfriend and get married at 26 	Do you know how old I am 	I don t know  I don t know you 	1
Yes  are you studying all weekend 	Yes  I study in the self study room all weekend 	When do you study in the self study room 	I usually study in the library on weekends  and occasionally go to the self study room 	2
I still like watching the news on TV every night 	I like it too 	When do I watch the TV news 	When you watch TV  I am also watching TV 	2
I m 26  how old are you 	I m also 26 	How old are you 	I was born in 1990  And you 	1
I am 26  how old are you 	I am also 26 	How old are you 	A little older than you  born in 1990 	1
I m at the zoo  I really like small animals  Almost every weekend I go to the zoo once 	What fun things are there at the zoo 	Do you know when I go to the zoo almost every year 	I don t know 	2
Do you also like to listen to music 	I like to listen to the songs of Eason Chan 	Do you also dislike listening to music 	I don t dislike it  I just don t like it 	2
Do you also like listening to music 	I like listening to songs by Eason Chan 	Do you also dislike listening to music 	Yes 	2
I am 23 years old and I graduated from university this year 	How did you lose weight 	When did I graduate from university 	You said you graduated 	1
So you also joined a band 	Yes  I play bass  guitar  bass	What is the name of your band 	I don t know  I only know my name	1
I don t like winter  It s too cold to bear 	It s getting hot again these days 	Do you know what kind of weather I don t like 	I don t know  tell me 	2
I don t like winter  it s too cold to bear 	It s getting hot again these days 	Do you know what kind of weather I like 	Not too cold  not too hot  isn t it 	2
I don t like winter  it s too cold to bear 	These days it s getting hot again 	Do you know what kind of weather I don t like 	You don t like summer 	2
You must have a good figure 	Just okay  how about you 	Then you must not be healthy 	I am very healthy  just don t like exercising 	1
So you d better think carefully about it  What do you make for your kids in the morning 	I make breakfast for them every morning 	When do you make breakfast for them 	I don t know either 	3
Where are you from 	I m from Hunan  How about you 	What is your nationality 	My nationality  I don t know 	1
Are you planning to become a doctor in the future 	I don t want to become a doctor  I want to become a scientist	Are you planning to become a healthcare worker in the future 	I don t know  I don t want to become a sanitation worker	2
Yes  so your father must have been very strict with you since you were young 	Strict or not  it depends on who  He is strict with my mother 	Yes indeed 	My father is strict with me  and so is my mother 	3
Wow  that s great  Are you a lawyer 	No  I m studying law 	Wow  that s great  Are you a defense attorney 	I m a judge 	1
So what do you usually like to do 	Reading  watching movies  reading  listening to music  reading 	What do you usually dislike doing 	I don t like sleeping  I like daydreaming 	2
How many hours do you usually run 	I usually run for about 6 7 hours 	How many hours do you typically spend 	I usually spend 5 6 hours 	3
I like to make a sandwich and a glass of soy milk in the morning  	I like making sandwiches too  	Do you know when I like to make a sandwich and a glass of soy milk  	I don t know  	2
Yes  all the time has to follow the boss s schedule  so I don t have much time to spend with pets  Are you not busy with work 	Fortunately  I usually come after work in the evenings 	What time do you usually come after work 	I usually come around three in the afternoon 	3
So you like rock music  right 	Not exactly  I prefer something with a bit of a melancholic touch 	Do you like rock music 	Yes  I do  Would you like to introduce some to me 	2
So you like rock music 	Not really  I like the kind that has a bit of a sense of maturity 	Do you like rock music 	I do  but I haven t listened to it 	2
I still like watching the news on TV every night 	I also like watching the News Broadcast 	When do I watch TV news 	I m just kidding  I know you don t watch it 	2
What do you like to do in your free time other than work 	I like to read  play games  watch movies  and travel 	What do you like to do in your spare time other than working 	I am a homebody  I don t have many hobbies and there is nothing I particularly like to do 	2
Do you play Happy Elimination 	What is Happy Elimination 	Oh	I know Happy Elimination  but I don t know how to play	2
Do you play  Eliminate  	What is  Eliminate  	Oh my 	I don t play  I don t like playing games 	2
Oh  I also quite like listening to music  what do you do for a living 	I am a college student  how about you 	Oh  I also quite like listening to music  what kind of work do you do then 	I run a small online store  selling clothes  making two to three thousand a month for living expenses	1
I really like the band Fei Er 	Me too 	Do you know what band I like 	I don t know 	2
Where are you from 	I m from Zhejiang  how about you 	Where are you from 	I m from Hubei  currently working in Hangzhou 	1
Was it your initiative to change jobs  or did the company lay you off 	I resigned voluntarily because I don t like my current job 	Did you choose to change jobs voluntarily  or did the company hire you 	Neither  I decided to change on my own 	3
I am 9 years old and in the third grade 	I was also in the third grade when I was 9 years old 	Do you know what grade I m in 	I don t know	1
How did you come to study this subject 	I am an arts student  so I chose this major 	How did you study this course 	I don t know either  I am a science student 	1
How did you learn this subject 	I am an arts student  so I chose this major 	How did you study this course 	I am a science student  I don t know how to study it either 	1
Yes  it s very interesting to watch  By the way  do you have a job 	Yes  I do  I work in sales  What do you do 	Yes  it looks very interesting  By the way  do you not have a job 	I don t have a job  Which city are you in 	1
Work is all about making a living  aren t you going to work today 	Yes  taking a break  will work tomorrow	You re working today without eating  right 	Yes  not eating	3
I like cars  especially Ford cars 	I also like Ford cars 	Do you know what your favorite car is 	I don t know  do you 	2
Waiter  you must be tired from work  right 	Not really  what about you 	Waiter  you must not get tired from work  right 	I don t know  I don t like working 	1
Waiter  you must be tired from working  right 	It s okay  how about you 	Waiter  you must not get tired from work  right 	I don t know  I m still thinking about this question 	1
I also love the weather today  It s snowing here 	I haven t seen snow before 	Do you know when I really started to like the weather here 	I don t know  tell me 	3
Do you have any recommendations 	I don t know what your budget is 	Don t you recommend anything 	Your budget is too low 	1
I like  Flirting Scholar  the most  I have watched it several times  haha 	Me too 	Do you know what I like the most 	I don t know 	2
I am 23 years old  where are you from 	I m also 23  how about you 	How old are you 	I m older than you  I m older than you 	1
I m 23 years old  where are you from 	I m also 23  how about you 	How old are you 	I m older than you  how old are you 	1
I m 23 years old  Where are you from 	I m also 23  How about you 	How old are you 	I m 25  just graduated this year 	1
You should study hard  what is your major 	I major in Information Management and Information Systems 	Then study hard  What is your major 	I study Computer Science and Technology  how about you 	1
You must study hard  What is your major 	I am majoring in Information Management and Information Systems 	Then study hard  What is your major 	Management Science and Engineering  How about you 	1
I just graduated this year  I m 22 years old  and I work as a nurse in a hospital  	 同22 同护士 同刚毕业 同在医院 	 Do you know what the Spanish word for  docosa  is  	 I don t know  are you studying Spanish  	1
I don t like to imitate others  things  do you often watch movies 	I rarely watch movies  I just like to watch movies 	I don t like to imitate others  things  do you often watch TV shows 	Yes  do you also like watching 	3
I just turned legal age this year  and I m an only child 	I m also an only daughter  how old are you 	Do you know when I will become a legal adult 	I don t know either  I have no idea 	1
So you have been living in Qingdao since you were a child  right  Are you working in Qingdao now 	Yes  I am from Qingdao 	So you have been living in Qingdao since you were a child  right  Are you working in Qingdao now 	No  I am studying in another city 	1
So you ve been living in Qingdao since you were little  right  And now you re working in Qingdao 	Yes  I am from Qingdao 	So you ve been living in Qingdao since you were little  haven t you  Are you working in Qingdao now 	No  I don t have a job  I ve been staying at home 	1
I am from Tsinghua University  And you 	I am from Peking University  What school are you from 	Which school are you from 	I am from Hebei University of Technology and currently studying in Beijing 	1
I am from Tsinghua University  how about you 	I am from Peking University  what about you 	Which school are you from 	I am from Beijing Institute of Technology  how about you  What are your plans 	1
Do you still have pets 	Yes  but not anymore now 	Do you still have pets 	Yes  I have a hamster and a turtle 	3
What a coincidence  Where are you a veterinarian 	I m from Hebei  and you 	What a small world  Aren t you a vet 	No  I m not a vet  I m a student 	1
What a coincidence  Where are you from as a veterinarian 	I m from Hebei  How about you 	What a coincidence  Aren t you a veterinarian 	No  I m a pet groomer 	1
I started learning to dance since I was three years old  I really enjoy dancing 	I never danced when I was little 	Do you know how old I was when I started dancing 	I don t know  but I know I m not young anymore 	3
My name is Jiang Xin  I like studying cooking and I am a chef 	This is made by myself  Do you like it 	Do you know what my name is 	If you don t tell me  how am I supposed to know 	1
You have a rich life  do you have a job 	Not yet  still looking for a job  How about you 	You have a rich life  do you work 	No  I m still in school 	1
Your life seems quite rich  do you have a job 	Not yet  still looking for work  how about you 	Your life seems quite rich  do you work 	Not yet  will have time next year 	1
I am 26 years old 	I am also 26  how old are you 	Do you know how old I am 	I don t know  please tell me 	1
I feel embarrassed with all your compliments  Let s talk about you  How are you planning to rest today 	I m not sure  I haven t thought about it yet  What about you 	I m sorry to say this  Let s talk about you  Why aren t you taking a rest today 	Because I have something to do 	1
I am from Shandong  but now I live in Beijing 	I m also from Shandong 	Where do you live now 	How would I know where you live 	1
Hello  my name is Yu Yang  what about you 	My name is Xiao Qing  what s your name 	What is Xiao Qing s real name 	My name is Xiao Qing  you can call me Xiao Qing 	1
I am from Beijing 	Will you take care of me  I don t eat much 	Where are you from 	I don t know  you said you are also from Beijing  I thought you were in Beijing 	1
I m from Beijing 	Do you want to support me  I don t eat much 	Where am I from 	I don t know  I m not from Beijing 	1
I prefer listening to music  My favorite band is Mayday 	I also like Mayday  I enjoy listening to their song  Contentment  	Do you know what my favorite band is 	You tell me  let s see if I ve heard of them 	2
Is there less fish where you went 	I don t know  I just caught small fish and shrimp wherever I go 	Are the fish older where you returned 	I don t know  I ve never been there 	3
I have put on some clothes  It s winter now  and I will dress it in some clothes  It s just too troublesome  I don t really like winter  Where do you work 	I work in Pixian County  how about you 	Which county are you in 	I am in Wenjiang  a little far away 	1
I like animals  I have two dogs 	I also like dogs 	Do you know how many dogs I have 	I don t know 	1
